state,district,latitude,longitude,N,P,K,ph,temperature,humidity,rainfall,data_source,crop
Karnataka,Shimoga,13.8885,75.7209,129.51,21.68,36.32,5.91,17.01,74.71,1334.68,SoilGrids_Augmented,tea
Tamil Nadu,Thanjavur,10.757,79.1603,62.5,37.73,41.91,5.89,26.83,87.43,1443.67,ICAR_State_Portal,jute
Punjab,Ludhiana,30.8076,75.9144,115.73,20.07,33.43,5.38,26.19,77.49,1835.62,FAO_Consolidated,tea
Punjab,Ludhiana,30.9504,75.8106,77.54,39.86,44.38,6.25,25.65,66.49,1167.84,FAO_Consolidated,jute
Maharashtra,Nashik,20.0305,73.8238,113.84,26.57,32.71,4.63,26.44,82.01,1955.23,FAO_Consolidated,tea
Tamil Nadu,Thanjavur,10.8554,79.0745,93.57,22.33,40.42,5.43,20.05,92.59,1804.61,FAO_Consolidated,tea
Assam,Jorhat,26.8479,94.2727,18.41,52.34,27.71,5.86,26.76,59.43,1352.98,SoilGrids_Augmented,pigeonpeas
Assam,Jorhat,26.6034,94.2119,60.69,42.0,50.7,6.07,23.47,82.04,1978.4,FAO_Consolidated,rice
Karnataka,Dakshina Kannada,12.9947,75.1395,90.21,21.39,32.15,4.62,25.6,78.32,2769.53,FAO_Consolidated,tea
Tamil Nadu,Thanjavur,10.7282,79.1073,89.45,40.51,42.31,6.92,23.26,79.67,1639.52,SoilGrids_Augmented,jute
Maharashtra,Nashik,19.9908,73.9231,89.69,51.06,44.06,7.44,24.52,74.32,1454.73,Kaggle_Curated,jute
Karnataka,Dharwad,15.3231,75.24,125.92,29.41,28.43,5.11,20.98,81.58,1631.66,FAO_Consolidated,tea
Himachal Pradesh,Shimla,31.0298,77.1066,51.7,55.88,43.19,7.28,24.03,80.33,1337.85,FAO_Consolidated,jute
Himachal Pradesh,Shimla,31.1135,77.2662,27.24,39.83,19.24,6.33,22.71,85.5,598.32,ICAR_State_Portal,mungbean
Karnataka,Dakshina Kannada,12.9987,74.9033,98.52,20.55,31.24,5.36,23.75,80.57,2487.13,FAO_Consolidated,tea
Karnataka,Dakshina Kannada,12.9522,75.1248,76.15,57.89,45.75,6.69,29.43,87.56,1933.91,FAO_Consolidated,jute
Karnataka,Dakshina Kannada,12.9066,75.2392,23.74,140.29,179.76,6.13,12.61,90.02,1772.09,FAO_Consolidated,apple
Tamil Nadu,Thanjavur,10.8189,79.1386,90.71,53.31,42.16,6.93,30.4,72.61,1476.51,ICAR_State_Portal,jute
Karnataka,Dharwad,15.449,75.2923,119.07,21.88,36.18,4.64,21.08,72.88,1502.71,FAO_Consolidated,tea
Karnataka,Shimoga,13.8039,75.7231,29.55,148.9,212.14,6.43,12.18,96.15,1739.58,ICAR_State_Portal,apple
Karnataka,Dakshina Kannada,13.033,75.1257,101.03,34.89,19.71,7.18,28.89,86.79,2205.54,FAO_Consolidated,rice
Himachal Pradesh,Shimla,31.0983,77.2608,98.98,13.14,28.04,5.21,16.2,73.02,1959.62,FAO_Consolidated,tea
Himachal Pradesh,Shimla,31.0101,77.2089,37.97,53.57,51.25,5.16,22.32,88.9,1301.78,ICAR_State_Portal,rice
Assam,Jorhat,26.6729,94.2041,79.52,51.71,55.47,6.66,23.69,82.51,1984.86,FAO_Consolidated,jute
Himachal Pradesh,Shimla,31.1941,77.1261,89.21,47.69,51.88,7.2,18.5,89.37,1831.62,FAO_Consolidated,jute
Karnataka,Dakshina Kannada,13.0472,75.2475,72.84,40.72,37.62,7.42,28.83,80.65,2086.9,ICAR_State_Portal,jute
Karnataka,Dharwad,15.3603,75.1605,19.24,40.59,24.2,7.84,26.33,45.11,559.61,FAO_Consolidated,mothbeans
Tamil Nadu,Thanjavur,10.8847,79.081,110.33,17.1,35.46,4.23,19.22,77.89,2306.07,ICAR_State_Portal,tea
Karnataka,Dakshina Kannada,12.9969,75.1771,109.07,28.94,27.13,5.03,27.82,82.23,2562.0,Kaggle_Curated,tea
Maharashtra,Nashik,19.8863,73.8197,108.1,23.25,30.68,4.94,22.12,80.64,1585.68,ICAR_State_Portal,tea
Himachal Pradesh,Shimla,31.1813,77.1841,114.02,35.58,38.54,5.77,20.09,83.78,1707.71,SoilGrids_Augmented,tea
Punjab,Ludhiana,30.8811,75.8085,86.94,33.98,36.2,6.69,28.01,90.31,1352.01,FAO_Consolidated,jute
Assam,Jorhat,26.6946,94.2898,19.9,50.59,25.45,6.52,28.09,86.82,1137.6,FAO_Consolidated,mungbean
Karnataka,Dakshina Kannada,12.8485,74.9493,108.81,25.62,37.91,6.8,25.44,70.44,2153.11,FAO_Consolidated,rice
Karnataka,Shimoga,14.0903,75.7505,100.96,29.33,39.89,7.5,27.37,79.1,2077.07,SoilGrids_Augmented,rice
Tamil Nadu,Thanjavur,10.7897,79.19,92.18,18.07,27.78,5.43,24.71,86.01,1668.39,Kaggle_Curated,coffee
Punjab,Ludhiana,30.9085,75.9186,108.29,22.87,30.38,5.02,25.62,83.2,1737.85,ICAR_State_Portal,tea
Assam,Jorhat,26.789,94.287,45.1,41.17,44.98,5.8,31.24,80.23,1905.13,ICAR_State_Portal,jute
Punjab,Ludhiana,30.9302,75.8296,124.7,72.08,48.32,5.97,22.31,82.67,1489.86,FAO_Consolidated,banana
Karnataka,Dharwad,15.525,75.023,55.06,50.3,61.06,7.74,26.95,76.91,1501.11,FAO_Consolidated,jute
Punjab,Ludhiana,30.9998,75.8516,28.18,62.21,49.74,7.51,22.28,32.08,588.24,FAO_Consolidated,chickpea
Tamil Nadu,Thanjavur,10.8218,79.032,121.55,31.85,33.73,4.63,20.65,75.98,2023.75,ICAR_State_Portal,tea
Maharashtra,Nashik,20.0039,73.8436,100.63,22.26,29.52,5.15,22.36,83.4,2022.98,Kaggle_Curated,tea
Karnataka,Shimoga,14.093,75.4959,88.46,32.15,44.52,6.43,23.06,77.64,1637.95,ICAR_State_Portal,jute
Assam,Jorhat,26.7531,94.2659,60.6,34.4,41.57,7.46,28.3,73.86,1590.56,FAO_Consolidated,jute
Tamil Nadu,Thanjavur,10.8908,79.131,113.19,35.89,37.7,5.37,22.93,76.28,1922.05,FAO_Consolidated,tea
Karnataka,Dakshina Kannada,12.983,75.2403,18.41,67.1,27.59,7.19,28.06,40.61,1498.55,FAO_Consolidated,mothbeans
Karnataka,Dakshina Kannada,13.069,74.807,24.28,76.44,11.48,5.89,18.43,28.89,1620.77,SoilGrids_Augmented,kidneybeans
Karnataka,Dakshina Kannada,13.0396,74.8629,18.28,14.8,30.33,7.29,23.19,85.68,1612.62,ICAR_State_Portal,pomegranate
Punjab,Ludhiana,30.994,75.8136,85.05,45.99,42.61,7.12,28.74,76.62,1429.46,ICAR_State_Portal,jute
Punjab,Ludhiana,30.9691,75.9578,27.11,25.18,50.44,6.84,23.1,90.22,755.28,ICAR_State_Portal,pomegranate
Karnataka,Dakshina Kannada,12.8118,74.8801,16.7,30.36,18.48,6.65,27.53,81.47,1439.51,ICAR_State_Portal,mungbean
Tamil Nadu,Thanjavur,10.8237,79.0832,83.16,35.79,40.15,5.45,29.62,87.57,1773.51,FAO_Consolidated,rice
Assam,Jorhat,26.8005,94.2484,55.04,56.42,29.83,6.38,22.02,92.57,2076.89,SoilGrids_Augmented,rice
Punjab,Ludhiana,30.8315,75.9262,98.49,21.76,46.48,4.58,25.41,91.67,1267.49,FAO_Consolidated,tea
Tamil Nadu,Thanjavur,10.8348,79.0378,82.03,54.68,36.23,7.18,33.69,89.96,1728.21,ICAR_State_Portal,rice
Himachal Pradesh,Shimla,31.0366,77.2416,68.16,43.99,38.85,6.6,23.92,84.66,1423.19,FAO_Consolidated,jute
Tamil Nadu,Thanjavur,10.8507,79.1904,81.07,34.84,39.25,7.81,26.82,76.17,1581.83,FAO_Consolidated,jute
Assam,Jorhat,26.6798,94.1054,103.41,27.16,35.15,4.32,21.38,75.07,1809.52,FAO_Consolidated,tea
Karnataka,Dharwad,15.4377,75.2283,74.79,49.65,39.28,6.59,26.65,83.43,1193.04,Kaggle_Curated,jute
Karnataka,Dakshina Kannada,12.9082,75.1419,119.04,19.39,34.11,5.1,28.03,70.34,2023.67,ICAR_State_Portal,tea
Punjab,Ludhiana,30.8508,75.9671,102.44,25.44,23.24,5.16,22.21,77.44,1510.38,FAO_Consolidated,tea
Karnataka,Dharwad,15.5148,75.1395,122.15,31.92,32.38,5.6,21.71,87.52,1998.5,FAO_Consolidated,tea
Karnataka,Dharwad,15.5038,75.191,126.72,20.92,42.61,4.28,26.03,79.98,1652.69,SoilGrids_Augmented,tea
Assam,Jorhat,26.6878,94.1463,100.02,24.55,37.53,5.18,20.45,76.73,2096.21,ICAR_State_Portal,tea
Punjab,Ludhiana,30.9165,75.9113,33.21,64.09,18.0,6.21,22.69,18.52,1003.73,Kaggle_Curated,kidneybeans
Maharashtra,Nashik,20.0839,73.8252,95.61,18.88,40.16,5.9,17.68,83.48,1177.47,ICAR_State_Portal,tea
Assam,Jorhat,26.8473,94.2504,62.72,36.81,34.5,7.03,21.71,83.15,1852.98,FAO_Consolidated,jute
Tamil Nadu,Thanjavur,10.8828,79.1697,79.65,50.24,27.17,5.98,29.99,80.27,1004.91,ICAR_State_Portal,rice
Himachal Pradesh,Shimla,31.0504,77.1696,112.73,36.7,23.22,5.1,19.56,75.27,1921.19,FAO_Consolidated,tea
Karnataka,Dakshina Kannada,13.0963,75.1967,64.71,35.37,43.79,5.4,25.96,85.24,2330.97,FAO_Consolidated,rice
Tamil Nadu,Thanjavur,10.7751,79.0222,26.47,20.24,41.46,5.94,16.06,90.76,1021.08,FAO_Consolidated,pomegranate
Karnataka,Dakshina Kannada,13.0034,74.8569,69.0,31.24,27.58,5.99,32.23,83.5,2522.0,FAO_Consolidated,rice
Karnataka,Shimoga,14.1602,75.536,67.03,39.79,48.6,6.69,31.69,74.27,1185.31,Kaggle_Curated,jute
Maharashtra,Nashik,19.9782,73.8782,19.12,53.84,18.46,5.39,23.25,48.97,540.56,FAO_Consolidated,mothbeans
Assam,Jorhat,26.6861,94.2233,21.51,53.68,19.81,7.66,26.89,50.54,1071.23,SoilGrids_Augmented,mothbeans
Himachal Pradesh,Shimla,31.115,77.1126,18.76,39.73,21.24,6.5,21.47,83.77,773.33,FAO_Consolidated,mungbean
Maharashtra,Nashik,19.8685,73.8727,134.12,20.06,34.42,5.42,23.87,85.84,1563.67,SoilGrids_Augmented,tea
Himachal Pradesh,Shimla,31.1333,77.147,85.66,29.01,33.44,5.08,20.87,81.58,2279.12,FAO_Consolidated,tea
Karnataka,Dharwad,15.3939,75.092,110.86,22.1,39.53,5.01,21.06,78.04,1115.03,ICAR_State_Portal,tea
Karnataka,Shimoga,13.9573,75.6449,31.54,16.85,42.83,7.32,29.71,87.58,1332.42,FAO_Consolidated,pomegranate
Karnataka,Shimoga,13.8539,75.4333,106.7,28.45,38.51,4.42,20.97,76.94,2172.93,FAO_Consolidated,tea
Punjab,Ludhiana,30.8218,75.7954,112.33,18.84,31.64,4.72,20.21,74.15,2195.51,FAO_Consolidated,tea
Karnataka,Dakshina Kannada,13.0486,74.88,65.17,54.36,45.64,7.73,25.48,85.94,2060.33,SoilGrids_Augmented,jute
Tamil Nadu,Thanjavur,10.7718,79.0895,69.68,43.86,35.04,6.03,27.07,77.7,1498.95,Kaggle_Curated,rice
Punjab,Ludhiana,30.8714,75.8732,70.56,37.57,41.64,7.0,24.09,75.87,1506.63,FAO_Consolidated,jute
Himachal Pradesh,Shimla,31.1398,77.2802,72.42,50.66,41.78,6.32,18.05,83.72,1786.2,Kaggle_Curated,jute
Tamil Nadu,Thanjavur,10.8589,79.0635,145.4,35.79,38.21,5.16,20.95,79.11,1366.29,FAO_Consolidated,tea
Himachal Pradesh,Shimla,31.1882,77.1292,103.0,19.0,25.55,4.7,23.55,79.19,1613.36,ICAR_State_Portal,tea
Karnataka,Dakshina Kannada,12.869,75.1973,102.41,26.14,53.41,5.09,20.51,76.8,2582.87,ICAR_State_Portal,tea
Maharashtra,Nashik,19.8362,73.8812,28.12,15.88,35.14,6.4,26.81,94.59,1264.32,FAO_Consolidated,coconut
Karnataka,Shimoga,14.004,75.4085,16.74,23.5,31.46,6.53,31.04,49.38,1269.58,FAO_Consolidated,mango
Assam,Jorhat,26.8818,94.2326,69.03,52.73,44.16,7.28,28.02,77.56,1990.97,FAO_Consolidated,jute
Himachal Pradesh,Shimla,31.1641,77.2226,101.28,43.43,32.83,7.0,23.23,81.2,1162.44,SoilGrids_Augmented,jute
Himachal Pradesh,Shimla,31.109,77.1827,27.48,17.16,23.94,6.85,31.62,95.68,983.51,FAO_Consolidated,coconut
Maharashtra,Nashik,20.0143,73.9957,99.63,29.09,38.37,5.24,22.56,84.43,1450.26,FAO_Consolidated,tea
Punjab,Ludhiana,30.9603,75.9387,108.98,15.95,44.78,4.91,17.18,75.13,771.52,FAO_Consolidated,tea
Tamil Nadu,Thanjavur,10.8233,79.1598,103.42,46.65,50.98,6.41,29.0,86.45,1377.55,Kaggle_Curated,jute
Assam,Jorhat,26.7126,94.1151,98.97,17.86,39.25,5.59,21.82,86.02,1864.2,ICAR_State_Portal,tea
Karnataka,Shimoga,14.0397,75.6575,60.71,38.42,53.41,5.49,25.72,89.31,2143.07,FAO_Consolidated,rice
Himachal Pradesh,Shimla,31.0513,77.1368,107.58,30.42,53.45,6.98,28.37,80.52,1274.45,ICAR_State_Portal,jute
Himachal Pradesh,Shimla,31.0279,77.1781,100.04,28.86,29.09,4.89,17.05,81.17,2241.76,FAO_Consolidated,tea
Himachal Pradesh,Shimla,31.0526,77.2185,73.03,42.14,47.08,7.65,18.22,82.25,1765.04,ICAR_State_Portal,jute
Maharashtra,Nashik,20.0841,73.8129,20.86,153.37,222.02,6.4,18.64,76.85,868.95,Kaggle_Curated,grapes
Himachal Pradesh,Shimla,31.0567,77.1311,72.51,51.61,44.55,5.5,22.07,79.7,1613.65,SoilGrids_Augmented,rice
Karnataka,Shimoga,13.8353,75.7313,70.83,57.3,45.78,6.03,21.71,90.27,1843.56,FAO_Consolidated,jute
Tamil Nadu,Thanjavur,10.8505,79.0102,99.4,28.59,44.92,4.72,22.86,80.98,1776.89,ICAR_State_Portal,tea
Tamil Nadu,Thanjavur,10.7178,79.0857,120.09,19.42,30.92,5.29,22.54,80.88,1952.1,ICAR_State_Portal,tea
Karnataka,Dakshina Kannada,12.941,75.1067,123.34,26.89,35.75,4.48,22.35,80.86,2570.21,FAO_Consolidated,tea
Himachal Pradesh,Shimla,31.1238,77.2236,78.47,28.52,54.1,6.29,21.51,72.94,2009.29,FAO_Consolidated,rice
Tamil Nadu,Thanjavur,10.7062,79.0217,22.72,55.06,21.3,6.46,30.91,43.17,709.05,SoilGrids_Augmented,mothbeans
Karnataka,Shimoga,13.9362,75.7699,142.32,28.99,29.02,5.81,26.72,83.88,2545.07,FAO_Consolidated,tea
Punjab,Ludhiana,30.9789,75.9334,96.17,16.56,41.6,5.34,22.31,77.51,1972.09,SoilGrids_Augmented,tea
Karnataka,Shimoga,13.8293,75.7258,116.25,24.52,29.8,4.52,25.76,85.64,2408.85,FAO_Consolidated,tea
Karnataka,Dharwad,15.402,75.1394,92.65,39.84,37.37,6.31,24.67,68.89,1616.19,FAO_Consolidated,jute
Himachal Pradesh,Shimla,31.0165,77.2309,99.04,33.32,28.14,7.71,21.03,79.68,1436.04,FAO_Consolidated,jute
Punjab,Ludhiana,30.8422,75.8182,138.28,24.57,31.51,5.09,20.29,86.8,1331.79,Kaggle_Curated,tea
Karnataka,Dakshina Kannada,13.0026,75.0062,102.96,24.09,47.32,4.44,21.03,79.98,3092.48,FAO_Consolidated,tea
Himachal Pradesh,Shimla,31.0671,77.1408,121.43,21.28,39.58,4.44,20.1,80.61,1207.64,Kaggle_Curated,tea
Punjab,Ludhiana,30.8897,75.8761,143.37,23.27,28.57,5.91,22.23,80.25,1979.27,SoilGrids_Augmented,tea
Himachal Pradesh,Shimla,31.1877,77.2045,94.83,62.29,37.73,5.71,22.03,79.27,1463.86,ICAR_State_Portal,jute
Maharashtra,Nashik,19.9147,73.9694,80.23,59.69,35.66,6.37,27.88,82.53,1336.93,Kaggle_Curated,jute
Karnataka,Dakshina Kannada,12.8902,74.8526,101.06,19.1,25.02,5.91,22.1,80.64,2059.34,FAO_Consolidated,tea
Maharashtra,Nashik,19.9545,73.8657,133.41,21.1,29.13,4.68,21.55,68.79,1610.59,ICAR_State_Portal,tea
Karnataka,Dharwad,15.4693,75.1917,101.59,27.84,45.53,5.03,24.74,76.01,1513.27,FAO_Consolidated,tea
Karnataka,Shimoga,14.0645,75.6615,21.64,29.56,28.33,6.46,23.54,95.72,1368.21,ICAR_State_Portal,pomegranate
Maharashtra,Nashik,19.849,73.7919,110.08,17.6,42.8,4.76,25.18,74.29,2119.34,FAO_Consolidated,tea
Punjab,Ludhiana,30.9599,75.9585,73.88,50.31,38.66,5.92,22.79,77.28,1401.86,ICAR_State_Portal,jute
Karnataka,Dakshina Kannada,12.8162,74.9583,80.47,53.25,41.69,6.82,27.21,74.2,2389.09,ICAR_State_Portal,jute
Maharashtra,Nashik,19.8951,73.9358,85.11,16.61,34.93,4.5,21.29,79.31,1910.54,ICAR_State_Portal,tea
Karnataka,Dharwad,15.5851,75.089,18.06,15.7,43.13,6.54,23.82,88.51,791.33,FAO_Consolidated,pomegranate
Karnataka,Dakshina Kannada,13.0141,75.1837,72.98,51.76,32.46,6.71,26.76,72.16,2207.16,FAO_Consolidated,jute
Himachal Pradesh,Shimla,31.1257,77.2189,18.58,43.07,23.69,5.95,25.09,83.74,731.13,Kaggle_Curated,mungbean
Tamil Nadu,Thanjavur,10.784,79.0845,127.88,28.73,37.35,4.99,17.24,74.97,1669.36,ICAR_State_Portal,tea
Tamil Nadu,Thanjavur,10.7595,79.0417,117.76,25.0,47.92,5.62,22.12,77.25,1487.45,FAO_Consolidated,tea
Maharashtra,Nashik,19.9292,73.9516,70.11,39.39,54.63,6.78,27.82,83.49,1461.52,ICAR_State_Portal,jute
Tamil Nadu,Thanjavur,10.7616,79.075,27.97,145.98,170.95,5.91,26.7,81.05,863.5,FAO_Consolidated,grapes
Punjab,Ludhiana,30.8365,75.9144,12.54,140.23,185.61,5.41,20.11,82.93,689.33,FAO_Consolidated,grapes
Himachal Pradesh,Shimla,31.1698,77.1648,96.65,38.49,43.35,7.56,23.97,80.13,1611.96,FAO_Consolidated,jute
Maharashtra,Nashik,19.9067,73.853,98.37,43.55,57.59,6.48,24.24,74.1,1230.59,ICAR_State_Portal,jute
Karnataka,Dharwad,15.5761,75.2942,78.09,51.81,37.72,7.54,30.26,78.65,1163.7,ICAR_State_Portal,jute
Karnataka,Shimoga,14.0367,75.6223,97.63,62.62,26.08,7.7,29.28,65.73,1237.69,ICAR_State_Portal,maize
Maharashtra,Nashik,19.8445,73.8842,18.37,48.45,15.05,6.13,22.89,84.65,630.84,SoilGrids_Augmented,mungbean
Maharashtra,Nashik,19.9718,73.8259,74.44,51.29,20.26,7.0,29.13,84.14,1520.99,SoilGrids_Augmented,jute
Tamil Nadu,Thanjavur,10.7284,79.0853,70.43,43.7,30.87,5.85,25.97,75.46,1885.89,ICAR_State_Portal,jute
Tamil Nadu,Thanjavur,10.7752,79.1913,19.5,22.71,46.75,6.55,17.14,85.36,754.46,FAO_Consolidated,pomegranate
Karnataka,Dharwad,15.4515,75.195,119.4,28.46,36.61,4.91,22.49,75.03,2104.11,FAO_Consolidated,tea
Assam,Jorhat,26.6353,94.2603,98.99,42.94,39.66,6.43,23.83,86.43,2106.31,FAO_Consolidated,jute
Punjab,Ludhiana,30.8073,75.8288,107.01,49.93,40.8,6.6,25.72,88.01,1640.54,SoilGrids_Augmented,jute
Tamil Nadu,Thanjavur,10.7572,79.1603,47.84,30.61,12.14,6.18,31.4,79.28,1669.3,FAO_Consolidated,rice
Assam,Jorhat,26.6375,94.1117,41.93,69.64,72.23,7.05,22.12,27.14,1127.48,FAO_Consolidated,chickpea
Karnataka,Shimoga,13.9647,75.4939,119.75,30.9,32.48,4.56,22.1,79.33,1855.64,SoilGrids_Augmented,tea
Maharashtra,Nashik,20.05,73.984,93.15,34.9,26.82,4.43,25.66,74.27,2072.65,FAO_Consolidated,tea
Karnataka,Dharwad,15.564,75.0403,77.84,39.58,38.63,6.78,26.87,94.46,1672.79,ICAR_State_Portal,rice
Punjab,Ludhiana,30.8441,75.8764,117.02,42.85,26.51,3.9,19.38,73.98,1390.49,ICAR_State_Portal,tea
Karnataka,Dakshina Kannada,12.8356,74.8729,20.86,41.6,26.11,7.29,27.02,88.08,1370.45,ICAR_State_Portal,mungbean
Karnataka,Shimoga,13.9232,75.5569,17.56,31.05,23.79,7.54,25.51,84.83,1478.79,ICAR_State_Portal,pomegranate
Punjab,Ludhiana,30.9523,75.8033,20.57,156.62,194.86,5.57,15.45,96.25,1059.05,ICAR_State_Portal,apple
Punjab,Ludhiana,30.9612,75.7933,69.73,32.14,47.29,7.02,25.21,82.39,1149.31,ICAR_State_Portal,jute
Maharashtra,Nashik,19.9696,73.7216,132.03,22.59,23.54,4.81,20.42,74.24,1879.74,FAO_Consolidated,tea
Karnataka,Shimoga,13.8582,75.4208,89.99,34.38,37.78,4.94,25.17,83.09,1934.52,ICAR_State_Portal,tea
Karnataka,Dharwad,15.4301,75.2029,84.35,55.09,28.75,6.82,26.5,81.93,1590.62,ICAR_State_Portal,jute
Karnataka,Dakshina Kannada,13.0715,74.9284,111.35,29.53,49.53,5.3,25.4,74.14,2275.58,FAO_Consolidated,tea
Karnataka,Dakshina Kannada,13.0138,74.8574,89.68,40.41,28.34,6.01,31.77,80.47,2072.74,FAO_Consolidated,jute
Punjab,Ludhiana,30.8981,75.7712,87.63,45.65,41.5,7.1,25.64,85.1,1183.75,FAO_Consolidated,jute
Himachal Pradesh,Shimla,31.025,77.2884,23.19,42.6,22.3,6.91,27.5,49.44,700.0,ICAR_State_Portal,mothbeans
Assam,Jorhat,26.7965,94.2016,90.35,61.41,42.22,6.63,24.39,80.0,1706.46,Kaggle_Curated,jute
Assam,Jorhat,26.83,94.2753,78.5,46.18,39.77,6.79,22.15,65.94,1217.96,ICAR_State_Portal,maize
Assam,Jorhat,26.6484,94.1353,101.81,21.26,27.76,5.37,21.77,72.82,1772.57,FAO_Consolidated,tea
Karnataka,Dakshina Kannada,12.9971,75.2278,100.23,73.86,44.21,6.89,24.42,76.94,2652.71,FAO_Consolidated,banana
Punjab,Ludhiana,30.8744,75.9966,89.67,24.54,43.49,4.57,25.26,81.95,1290.93,FAO_Consolidated,tea
Tamil Nadu,Thanjavur,10.7277,79.0963,68.86,58.19,40.2,7.68,30.76,84.54,1475.43,ICAR_State_Portal,jute
Maharashtra,Nashik,19.8174,73.8168,65.2,51.13,38.61,6.69,27.56,83.26,1997.76,FAO_Consolidated,rice
Punjab,Ludhiana,30.9461,75.9808,16.07,47.89,28.93,6.91,26.75,81.72,485.62,FAO_Consolidated,mungbean
Tamil Nadu,Thanjavur,10.7794,79.0948,31.36,21.17,48.03,7.0,21.06,94.86,1041.8,SoilGrids_Augmented,pomegranate
Punjab,Ludhiana,30.8684,75.8273,103.46,12.83,41.55,6.99,24.64,80.72,603.08,ICAR_State_Portal,watermelon
Karnataka,Dakshina Kannada,13.0637,74.8812,129.09,25.83,32.47,4.16,23.89,83.97,2511.99,SoilGrids_Augmented,tea
Tamil Nadu,Thanjavur,10.8196,79.1541,99.58,19.85,32.44,4.6,17.44,81.25,2081.26,ICAR_State_Portal,tea
Karnataka,Dakshina Kannada,13.0314,75.0177,44.67,50.96,40.92,6.82,28.68,77.8,2404.6,SoilGrids_Augmented,jute
Karnataka,Dakshina Kannada,13.0065,75.108,123.03,22.67,43.42,5.12,18.56,84.81,2080.51,ICAR_State_Portal,tea
Maharashtra,Nashik,19.8339,73.7791,81.35,53.85,32.23,6.29,22.21,76.06,1507.09,SoilGrids_Augmented,jute
Himachal Pradesh,Shimla,31.048,77.2184,18.63,51.24,23.4,7.47,24.32,84.05,669.69,Kaggle_Curated,mungbean
Karnataka,Shimoga,14.0069,75.7105,42.35,47.31,40.67,7.34,31.93,83.81,1960.39,Kaggle_Curated,jute
Karnataka,Shimoga,13.967,75.4321,82.97,27.96,45.63,7.78,21.42,77.04,1624.53,FAO_Consolidated,jute
Maharashtra,Nashik,19.9834,73.7497,130.01,27.32,24.89,4.37,25.03,82.13,1797.76,SoilGrids_Augmented,tea
Maharashtra,Nashik,19.9758,73.8118,20.78,72.29,22.97,7.46,22.18,80.93,485.68,ICAR_State_Portal,lentil
Karnataka,Dakshina Kannada,12.8315,75.199,57.67,51.73,24.47,8.35,24.7,81.12,2153.72,FAO_Consolidated,jute
Tamil Nadu,Thanjavur,10.706,79.0522,60.71,47.89,44.05,7.12,25.01,66.32,732.51,FAO_Consolidated,wheat
Karnataka,Dharwad,15.3915,75.078,71.47,43.61,53.85,6.4,27.39,89.03,1374.7,ICAR_State_Portal,jute
Assam,Jorhat,26.6468,94.1706,37.35,78.05,84.71,6.8,25.48,20.23,1096.68,SoilGrids_Augmented,chickpea
Tamil Nadu,Thanjavur,10.7441,79.1021,128.55,26.97,35.05,5.14,24.23,70.82,1661.88,ICAR_State_Portal,tea
Karnataka,Dakshina Kannada,13.0446,75.0658,124.17,18.77,46.65,4.61,19.57,73.26,2025.13,ICAR_State_Portal,tea
Himachal Pradesh,Shimla,31.1351,77.2767,75.75,37.95,53.4,6.39,26.71,79.23,1696.6,FAO_Consolidated,jute
Tamil Nadu,Thanjavur,10.7354,79.0235,110.34,25.67,30.45,5.52,25.17,77.79,1990.71,FAO_Consolidated,tea
Karnataka,Dakshina Kannada,12.9678,75.0191,72.74,28.88,44.44,7.62,24.2,78.09,2083.41,SoilGrids_Augmented,jute
Tamil Nadu,Thanjavur,10.7566,79.0446,63.11,40.81,32.29,7.42,27.41,93.65,1404.31,ICAR_State_Portal,jute
Himachal Pradesh,Shimla,31.0356,77.2794,91.54,30.02,38.91,5.14,13.56,81.06,1933.75,ICAR_State_Portal,tea
Punjab,Ludhiana,30.911,75.7178,81.08,35.26,43.49,5.64,25.01,85.95,1606.48,Kaggle_Curated,rice
Tamil Nadu,Thanjavur,10.7953,79.0948,72.45,44.04,43.44,6.25,24.56,85.42,1043.73,Kaggle_Curated,jute
Karnataka,Dakshina Kannada,12.9392,74.9214,88.52,34.9,32.44,5.43,24.52,79.05,2143.75,FAO_Consolidated,tea
Karnataka,Dharwad,15.4787,75.235,84.14,52.27,39.54,7.11,25.98,86.36,1647.96,ICAR_State_Portal,jute
Karnataka,Dharwad,15.3021,75.233,28.72,36.41,19.55,7.21,24.15,51.96,778.6,FAO_Consolidated,groundnut
Karnataka,Dharwad,15.3242,75.0423,28.31,67.83,13.51,5.97,23.68,11.02,872.3,SoilGrids_Augmented,kidneybeans
Karnataka,Dakshina Kannada,13.0034,74.9774,93.28,35.72,48.81,6.84,24.74,73.94,1947.76,ICAR_State_Portal,jute
Karnataka,Shimoga,13.8443,75.6977,105.01,18.31,35.18,4.89,22.9,82.38,2305.81,FAO_Consolidated,tea
Karnataka,Dharwad,15.3944,75.0135,35.58,50.81,13.87,6.81,26.02,72.5,770.42,FAO_Consolidated,groundnut
Karnataka,Shimoga,13.8065,75.4101,109.83,17.14,44.62,5.37,20.43,92.1,1725.83,ICAR_State_Portal,tea
Himachal Pradesh,Shimla,31.1379,77.2046,144.43,33.78,37.46,4.6,15.82,86.09,1396.95,FAO_Consolidated,tea
Tamil Nadu,Thanjavur,10.7342,79.0024,15.48,46.65,31.02,7.23,35.31,51.86,688.85,ICAR_State_Portal,mothbeans
Assam,Jorhat,26.8732,94.2232,82.48,39.58,27.68,6.17,26.22,81.46,1907.28,ICAR_State_Portal,jute
