State,District,N,P,K,pH,Temperature,Humidity,Rainfall,Crop,Source
National Benchmark,Benchmark,29.0,67.0,21.0,6.62,29.79,63.39,63.02,blackgram,Kaggle Benchmark
National Benchmark,Benchmark,47.0,63.0,16.0,6.66,27.44,67.1,72.51,blackgram,Kaggle Benchmark
National Benchmark,Benchmark,40.0,68.0,17.0,7.73,34.13,65.15,70.41,blackgram,Kaggle Benchmark
National Benchmark,Benchmark,58.0,61.0,15.0,7.4,30.95,64.23,62.79,blackgram,Kaggle Benchmark
National Benchmark,Benchmark,41.0,74.0,18.0,6.6,28.76,61.03,73.38,blackgram,Kaggle Benchmark
National Benchmark,Benchmark,58.0,79.0,17.0,7.04,27.25,66.1,62.32,blackgram,Kaggle Benchmark
National Benchmark,Benchmark,27.0,62.0,24.0,7.35,28.63,66.77,62.27,blackgram,Kaggle Benchmark
National Benchmark,Benchmark,27.0,60.0,17.0,7.03,26.42,63.65,64.42,blackgram,Kaggle Benchmark
National Benchmark,Benchmark,52.0,65.0,20.0,6.81,32.82,66.16,68.84,blackgram,Kaggle Benchmark
National Benchmark,Benchmark,44.0,55.0,25.0,7.42,29.63,65.91,71.16,blackgram,Kaggle Benchmark
National Benchmark,Benchmark,21.0,62.0,24.0,6.85,33.49,62.73,65.45,blackgram,Kaggle Benchmark
National Benchmark,Benchmark,60.0,59.0,22.0,7.19,31.87,66.74,74.22,blackgram,Kaggle Benchmark
National Benchmark,Benchmark,33.0,77.0,21.0,7.01,30.33,65.63,71.65,blackgram,Kaggle Benchmark
National Benchmark,Benchmark,59.0,58.0,17.0,7.37,28.55,66.31,62.83,blackgram,Kaggle Benchmark
National Benchmark,Benchmark,29.0,63.0,17.0,7.26,30.03,67.89,66.47,blackgram,Kaggle Benchmark
National Benchmark,Benchmark,59.0,63.0,18.0,6.53,31.66,60.13,66.69,blackgram,Kaggle Benchmark
National Benchmark,Benchmark,29.0,70.0,15.0,6.87,30.33,63.55,74.17,blackgram,Kaggle Benchmark
National Benchmark,Benchmark,58.0,73.0,16.0,6.87,33.37,65.68,64.9,blackgram,Kaggle Benchmark
National Benchmark,Benchmark,55.0,77.0,22.0,7.76,31.43,62.99,64.78,blackgram,Kaggle Benchmark
National Benchmark,Benchmark,42.0,79.0,23.0,6.78,27.72,63.29,68.57,blackgram,Kaggle Benchmark
National Benchmark,Benchmark,44.0,77.0,21.0,7.33,32.64,61.3,61.84,blackgram,Kaggle Benchmark
National Benchmark,Benchmark,38.0,62.0,25.0,7.45,32.75,67.78,63.38,blackgram,Kaggle Benchmark
National Benchmark,Benchmark,32.0,76.0,15.0,7.6,28.05,63.5,43.36,lentil,Kaggle Benchmark
National Benchmark,Benchmark,13.0,61.0,22.0,7.73,19.44,63.28,46.83,lentil,Kaggle Benchmark
National Benchmark,Benchmark,38.0,60.0,20.0,7.49,29.85,60.64,46.8,lentil,Kaggle Benchmark
National Benchmark,Benchmark,11.0,74.0,17.0,6.63,21.36,69.92,46.64,lentil,Kaggle Benchmark
National Benchmark,Benchmark,37.0,71.0,16.0,7.32,26.29,68.52,46.14,lentil,Kaggle Benchmark
National Benchmark,Benchmark,29.0,71.0,18.0,6.41,22.17,62.14,53.47,lentil,Kaggle Benchmark
National Benchmark,Benchmark,2.0,72.0,18.0,7.84,26.58,60.98,50.89,lentil,Kaggle Benchmark
National Benchmark,Benchmark,6.0,59.0,21.0,6.14,26.59,66.14,50.91,lentil,Kaggle Benchmark
National Benchmark,Benchmark,13.0,64.0,20.0,6.59,19.13,62.58,36.47,lentil,Kaggle Benchmark
National Benchmark,Benchmark,8.0,58.0,17.0,7.29,28.75,69.16,35.15,lentil,Kaggle Benchmark
National Benchmark,Benchmark,6.0,77.0,20.0,6.06,25.79,60.28,49.14,lentil,Kaggle Benchmark
National Benchmark,Benchmark,2.0,75.0,22.0,6.66,23.89,61.79,52.56,lentil,Kaggle Benchmark
National Benchmark,Benchmark,3.0,69.0,23.0,7.3,28.67,63.19,42.96,lentil,Kaggle Benchmark
National Benchmark,Benchmark,27.0,80.0,24.0,7.82,28.42,61.77,49.02,lentil,Kaggle Benchmark
National Benchmark,Benchmark,39.0,78.0,15.0,5.93,21.35,62.6,41.78,lentil,Kaggle Benchmark
National Benchmark,Benchmark,40.0,79.0,17.0,6.4,21.13,63.19,38.72,lentil,Kaggle Benchmark
National Benchmark,Benchmark,37.0,62.0,22.0,7.4,24.02,61.62,49.78,lentil,Kaggle Benchmark
National Benchmark,Benchmark,31.0,60.0,24.0,7.72,25.4,65.86,51.92,lentil,Kaggle Benchmark
National Benchmark,Benchmark,22.0,67.0,22.0,7.48,29.03,64.49,54.94,lentil,Kaggle Benchmark
National Benchmark,Benchmark,3.0,78.0,18.0,6.89,20.21,68.65,50.9,lentil,Kaggle Benchmark
National Benchmark,Benchmark,4.0,80.0,16.0,7.44,29.2,68.02,44.93,lentil,Kaggle Benchmark
National Benchmark,Benchmark,13.0,61.0,24.0,7.63,18.3,69.69,49.39,lentil,Kaggle Benchmark
National Benchmark,Benchmark,12.0,66.0,20.0,7.34,27.41,63.42,44.43,lentil,Kaggle Benchmark
National Benchmark,Benchmark,4.0,61.0,21.0,6.75,24.84,60.09,48.78,lentil,Kaggle Benchmark
National Benchmark,Benchmark,9.0,60.0,21.0,7.52,29.94,67.31,40.37,lentil,Kaggle Benchmark
National Benchmark,Benchmark,18.0,66.0,22.0,6.35,25.88,67.55,47.9,lentil,Kaggle Benchmark
National Benchmark,Benchmark,32.0,56.0,18.0,7.14,20.05,65.84,46.05,lentil,Kaggle Benchmark
National Benchmark,Benchmark,6.0,72.0,15.0,7.67,22.99,66.71,54.49,lentil,Kaggle Benchmark
National Benchmark,Benchmark,15.0,77.0,20.0,7.4,25.13,66.93,49.04,lentil,Kaggle Benchmark
National Benchmark,Benchmark,0.0,65.0,24.0,7.84,28.5,62.45,53.15,lentil,Kaggle Benchmark
National Benchmark,Benchmark,30.0,79.0,22.0,6.25,18.29,69.49,48.6,lentil,Kaggle Benchmark
National Benchmark,Benchmark,3.0,63.0,16.0,6.87,24.38,61.18,53.14,lentil,Kaggle Benchmark
National Benchmark,Benchmark,2.0,78.0,23.0,7.32,21.32,66.44,45.43,lentil,Kaggle Benchmark
National Benchmark,Benchmark,10.0,78.0,18.0,6.3,18.54,62.71,44.08,lentil,Kaggle Benchmark
National Benchmark,Benchmark,14.0,67.0,25.0,7.24,25.29,60.86,49.37,lentil,Kaggle Benchmark
National Benchmark,Benchmark,39.0,65.0,23.0,7.69,25.43,69.13,41.03,lentil,Kaggle Benchmark
National Benchmark,Benchmark,19.0,72.0,15.0,6.89,28.84,69.76,44.09,lentil,Kaggle Benchmark
National Benchmark,Benchmark,18.0,57.0,21.0,6.16,27.38,63.94,49.47,lentil,Kaggle Benchmark
National Benchmark,Benchmark,31.0,58.0,15.0,6.17,28.32,60.19,45.37,lentil,Kaggle Benchmark
National Benchmark,Benchmark,28.0,58.0,25.0,6.86,27.48,62.05,37.81,lentil,Kaggle Benchmark
National Benchmark,Benchmark,5.0,65.0,19.0,6.98,18.28,68.1,48.8,lentil,Kaggle Benchmark
National Benchmark,Benchmark,16.0,65.0,19.0,7.04,27.61,69.3,42.72,lentil,Kaggle Benchmark
National Benchmark,Benchmark,34.0,65.0,19.0,5.94,23.44,63.22,45.4,lentil,Kaggle Benchmark
National Benchmark,Benchmark,14.0,69.0,19.0,7.24,20.96,63.68,52.4,lentil,Kaggle Benchmark
National Benchmark,Benchmark,22.0,55.0,16.0,6.52,23.79,68.03,49.74,lentil,Kaggle Benchmark
National Benchmark,Benchmark,24.0,61.0,17.0,6.23,22.64,65.45,38.3,lentil,Kaggle Benchmark
National Benchmark,Benchmark,2.0,79.0,15.0,7.51,21.54,65.47,35.75,lentil,Kaggle Benchmark
National Benchmark,Benchmark,26.0,63.0,17.0,6.95,29.88,65.73,44.96,lentil,Kaggle Benchmark
National Benchmark,Benchmark,27.0,61.0,15.0,6.96,25.27,67.1,48.34,lentil,Kaggle Benchmark
National Benchmark,Benchmark,24.0,70.0,16.0,6.55,25.18,68.93,35.03,lentil,Kaggle Benchmark
National Benchmark,Benchmark,13.0,74.0,25.0,6.46,24.12,61.1,44.24,lentil,Kaggle Benchmark
National Benchmark,Benchmark,6.0,64.0,23.0,7.07,23.34,67.4,36.19,lentil,Kaggle Benchmark
National Benchmark,Benchmark,12.0,58.0,23.0,6.77,21.75,63.4,50.43,lentil,Kaggle Benchmark
National Benchmark,Benchmark,32.0,79.0,22.0,5.92,27.6,63.46,54.38,lentil,Kaggle Benchmark
National Benchmark,Benchmark,6.0,68.0,18.0,6.71,24.39,62.5,47.26,lentil,Kaggle Benchmark
National Benchmark,Benchmark,10.0,79.0,20.0,6.38,24.98,66.9,38.21,lentil,Kaggle Benchmark
National Benchmark,Benchmark,38.0,77.0,22.0,6.31,28.23,69.32,35.37,lentil,Kaggle Benchmark
National Benchmark,Benchmark,17.0,74.0,17.0,7.39,26.03,69.56,37.11,lentil,Kaggle Benchmark
National Benchmark,Benchmark,26.0,68.0,24.0,7.5,28.05,64.08,37.16,lentil,Kaggle Benchmark
National Benchmark,Benchmark,23.0,75.0,17.0,7.2,24.87,64.0,48.28,lentil,Kaggle Benchmark
National Benchmark,Benchmark,32.0,78.0,22.0,7.01,23.97,62.36,53.41,lentil,Kaggle Benchmark
National Benchmark,Benchmark,19.0,79.0,19.0,6.68,20.06,67.76,42.9,lentil,Kaggle Benchmark
National Benchmark,Benchmark,22.0,60.0,18.0,6.74,19.59,61.29,41.77,lentil,Kaggle Benchmark
National Benchmark,Benchmark,28.0,69.0,16.0,6.55,29.77,66.29,35.7,lentil,Kaggle Benchmark
National Benchmark,Benchmark,1.0,67.0,21.0,6.55,27.52,60.54,48.06,lentil,Kaggle Benchmark
National Benchmark,Benchmark,12.0,67.0,23.0,6.59,25.63,63.15,45.5,lentil,Kaggle Benchmark
National Benchmark,Benchmark,36.0,67.0,20.0,6.92,20.39,60.48,53.32,lentil,Kaggle Benchmark
National Benchmark,Benchmark,28.0,70.0,21.0,7.44,25.39,60.5,39.18,lentil,Kaggle Benchmark
National Benchmark,Benchmark,12.0,71.0,19.0,7.14,24.91,60.71,42.2,lentil,Kaggle Benchmark
National Benchmark,Benchmark,22.0,68.0,16.0,7.75,27.7,63.21,37.46,lentil,Kaggle Benchmark
National Benchmark,Benchmark,26.0,66.0,22.0,6.3,18.06,65.1,51.55,lentil,Kaggle Benchmark
National Benchmark,Benchmark,16.0,65.0,16.0,6.08,18.13,62.46,50.61,lentil,Kaggle Benchmark
National Benchmark,Benchmark,14.0,59.0,22.0,6.77,23.83,67.9,46.91,lentil,Kaggle Benchmark
National Benchmark,Benchmark,33.0,59.0,19.0,7.64,23.19,62.75,49.55,lentil,Kaggle Benchmark
National Benchmark,Benchmark,21.0,63.0,17.0,6.56,25.09,68.18,41.45,lentil,Kaggle Benchmark
National Benchmark,Benchmark,0.0,69.0,21.0,7.07,25.87,61.88,36.68,lentil,Kaggle Benchmark
National Benchmark,Benchmark,10.0,75.0,17.0,7.73,18.44,68.05,39.01,lentil,Kaggle Benchmark
National Benchmark,Benchmark,30.0,61.0,18.0,6.16,27.15,67.03,52.51,lentil,Kaggle Benchmark
National Benchmark,Benchmark,0.0,74.0,17.0,7.24,23.33,64.51,47.02,lentil,Kaggle Benchmark
National Benchmark,Benchmark,35.0,74.0,22.0,6.9,26.72,62.97,42.87,lentil,Kaggle Benchmark
National Benchmark,Benchmark,7.0,63.0,24.0,6.82,19.56,64.45,53.05,lentil,Kaggle Benchmark
National Benchmark,Benchmark,9.0,56.0,17.0,6.26,26.14,66.77,46.48,lentil,Kaggle Benchmark
National Benchmark,Benchmark,14.0,74.0,15.0,6.49,28.0,65.58,49.94,lentil,Kaggle Benchmark
National Benchmark,Benchmark,14.0,76.0,20.0,7.04,29.06,62.11,36.5,lentil,Kaggle Benchmark
National Benchmark,Benchmark,36.0,65.0,16.0,7.69,25.71,64.11,50.17,lentil,Kaggle Benchmark
National Benchmark,Benchmark,28.0,67.0,21.0,6.25,21.8,63.73,46.62,lentil,Kaggle Benchmark
National Benchmark,Benchmark,28.0,79.0,16.0,6.05,24.71,60.27,53.12,lentil,Kaggle Benchmark
National Benchmark,Benchmark,40.0,61.0,22.0,7.0,20.95,65.81,44.24,lentil,Kaggle Benchmark
National Benchmark,Benchmark,10.0,70.0,19.0,7.27,24.85,68.98,41.61,lentil,Kaggle Benchmark
National Benchmark,Benchmark,12.0,80.0,19.0,5.96,21.91,65.22,36.1,lentil,Kaggle Benchmark
National Benchmark,Benchmark,37.0,77.0,20.0,7.08,25.93,68.71,51.02,lentil,Kaggle Benchmark
National Benchmark,Benchmark,0.0,67.0,22.0,6.59,29.82,69.41,51.56,lentil,Kaggle Benchmark
National Benchmark,Benchmark,7.0,73.0,25.0,7.29,27.52,63.13,45.21,lentil,Kaggle Benchmark
National Benchmark,Benchmark,10.0,56.0,18.0,7.33,28.0,68.64,46.11,lentil,Kaggle Benchmark
National Benchmark,Benchmark,39.0,70.0,15.0,6.37,20.77,63.9,47.93,lentil,Kaggle Benchmark
National Benchmark,Benchmark,26.0,56.0,22.0,7.01,23.05,60.42,52.6,lentil,Kaggle Benchmark
National Benchmark,Benchmark,9.0,77.0,17.0,6.28,21.66,63.58,38.08,lentil,Kaggle Benchmark
National Benchmark,Benchmark,4.0,59.0,19.0,7.62,26.25,67.63,40.81,lentil,Kaggle Benchmark
National Benchmark,Benchmark,34.0,73.0,15.0,7.63,20.97,63.83,53.1,lentil,Kaggle Benchmark
National Benchmark,Benchmark,33.0,77.0,15.0,7.8,23.9,66.32,40.75,lentil,Kaggle Benchmark
National Benchmark,Benchmark,2.0,24.0,38.0,5.92,24.56,91.64,111.97,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,6.0,18.0,37.0,5.94,19.66,89.94,108.05,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,8.0,26.0,36.0,6.8,18.78,87.4,102.52,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,37.0,18.0,39.0,6.42,24.15,94.51,110.23,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,0.0,27.0,38.0,6.74,22.45,89.9,109.39,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,31.0,25.0,38.0,6.5,24.96,92.41,109.42,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,21.0,21.0,38.0,6.33,22.55,89.33,104.9,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,6.0,30.0,40.0,6.36,22.77,91.45,106.97,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,25.0,27.0,41.0,6.92,19.2,94.28,108.04,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,15.0,11.0,38.0,6.63,23.13,92.68,109.39,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,14.0,5.0,36.0,5.83,24.93,85.19,104.77,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,16.0,10.0,41.0,6.74,24.77,85.64,105.76,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,36.0,7.0,37.0,5.78,19.87,86.36,108.32,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,4.0,20.0,41.0,6.54,24.27,93.8,104.54,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,29.0,22.0,40.0,6.15,23.63,89.73,107.68,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,16.0,15.0,42.0,6.89,19.68,89.09,108.55,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,18.0,27.0,41.0,7.18,22.37,92.31,104.82,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,11.0,18.0,42.0,5.94,21.58,94.88,102.86,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,5.0,15.0,38.0,5.71,18.26,88.17,108.08,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,18.0,23.0,44.0,6.18,23.71,89.62,105.65,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,9.0,8.0,40.0,6.55,22.49,89.92,111.66,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,40.0,27.0,45.0,5.89,21.66,94.79,112.43,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,22.0,23.0,44.0,6.14,20.13,89.32,107.34,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,9.0,16.0,39.0,6.1,18.41,91.12,105.18,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,12.0,29.0,40.0,6.59,19.68,89.75,111.28,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,0.0,17.0,42.0,6.86,23.2,91.19,109.09,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,2.0,21.0,44.0,6.57,18.92,87.31,102.8,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,28.0,6.0,40.0,6.77,22.11,91.34,106.87,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,8.0,23.0,44.0,7.13,18.47,89.69,108.48,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,29.0,16.0,36.0,5.74,19.81,88.93,102.86,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,17.0,18.0,43.0,5.84,24.49,90.84,103.2,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,34.0,21.0,42.0,6.65,18.76,89.93,111.02,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,21.0,23.0,42.0,6.9,19.54,90.3,104.37,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,25.0,17.0,40.0,6.61,18.91,87.75,111.28,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,8.0,25.0,36.0,6.83,19.91,94.95,104.03,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,26.0,18.0,42.0,6.91,19.73,89.65,108.23,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,4.0,19.0,42.0,6.31,23.83,87.84,111.22,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,36.0,24.0,41.0,7.01,24.94,94.26,103.88,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,5.0,24.0,40.0,6.3,24.69,93.87,104.67,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,19.0,17.0,39.0,6.73,24.72,85.56,111.28,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,39.0,30.0,38.0,6.97,20.13,87.6,108.07,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,5.0,29.0,44.0,5.58,21.02,93.06,104.78,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,4.0,24.0,43.0,7.2,22.4,88.15,109.87,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,38.0,21.0,35.0,5.84,20.34,89.38,110.97,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,37.0,11.0,36.0,6.71,24.25,85.56,106.92,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,9.0,25.0,41.0,5.97,24.82,91.91,109.29,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,29.0,22.0,43.0,5.56,19.66,87.95,106.04,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,5.0,21.0,38.0,6.11,22.43,90.34,112.46,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,22.0,26.0,38.0,6.99,22.92,85.13,110.24,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,4.0,18.0,37.0,7.13,22.92,85.41,106.28,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,21.0,6.0,41.0,7.09,24.88,89.4,107.2,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,29.0,21.0,45.0,6.75,23.41,93.13,105.22,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,23.0,5.0,44.0,7.16,21.21,94.26,107.57,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,13.0,7.0,43.0,7.01,18.2,91.12,109.66,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,5.0,13.0,37.0,5.65,22.34,89.79,103.32,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,27.0,24.0,41.0,6.61,24.33,90.88,110.46,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,7.0,23.0,35.0,7.05,19.75,88.72,102.55,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,12.0,20.0,39.0,6.03,19.86,86.2,111.02,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,4.0,19.0,43.0,5.78,18.07,93.15,106.36,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,3.0,9.0,45.0,6.54,23.89,89.62,104.62,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,1.0,27.0,36.0,5.68,23.99,93.34,104.99,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,23.0,30.0,44.0,6.12,20.94,85.43,103.03,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,24.0,21.0,42.0,7.0,20.82,87.23,109.44,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,13.0,30.0,37.0,6.28,20.86,91.62,106.87,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,40.0,11.0,44.0,6.32,24.46,86.11,111.38,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,21.0,9.0,40.0,5.96,24.51,90.64,105.62,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,3.0,27.0,44.0,6.59,24.57,92.03,110.96,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,40.0,29.0,42.0,7.1,24.63,89.02,110.7,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,14.0,25.0,40.0,6.41,20.07,90.98,103.71,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,38.0,14.0,37.0,6.66,21.81,94.64,102.65,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,34.0,9.0,36.0,6.28,22.81,86.34,110.44,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,32.0,14.0,37.0,6.83,22.73,88.49,104.68,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,18.0,21.0,35.0,6.37,23.28,94.94,111.14,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,8.0,23.0,38.0,7.01,19.3,87.18,105.48,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,15.0,6.0,41.0,6.9,19.01,88.84,108.68,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,0.0,5.0,36.0,6.15,24.35,90.89,105.53,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,22.0,9.0,44.0,5.74,24.72,88.88,112.19,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,14.0,8.0,43.0,7.05,21.93,94.46,111.72,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,31.0,11.0,45.0,6.03,24.84,86.89,107.64,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,39.0,17.0,45.0,6.92,18.1,90.42,104.88,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,10.0,5.0,42.0,6.89,20.24,91.09,109.25,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,8.0,28.0,38.0,6.84,23.23,94.43,105.69,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,32.0,13.0,42.0,5.79,23.5,92.98,106.62,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,18.0,9.0,40.0,5.63,19.45,89.02,106.16,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,20.0,27.0,41.0,5.7,20.51,92.52,110.58,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,39.0,25.0,36.0,5.57,18.9,95.0,107.61,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,20.0,7.0,45.0,6.08,18.91,89.24,112.48,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,11.0,10.0,45.0,6.4,22.63,88.46,109.04,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,40.0,18.0,43.0,5.77,19.39,86.79,109.91,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,3.0,26.0,39.0,7.08,24.38,91.19,103.6,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,9.0,16.0,36.0,5.89,23.78,92.93,106.98,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,30.0,20.0,38.0,7.06,22.6,93.16,110.09,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,40.0,9.0,41.0,5.78,24.38,85.4,106.13,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,40.0,30.0,35.0,6.27,20.89,91.08,104.44,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,32.0,25.0,35.0,5.89,18.1,85.71,107.01,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,33.0,23.0,45.0,7.12,20.0,85.84,112.34,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,4.0,14.0,41.0,6.43,19.85,89.81,102.82,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,13.0,17.0,45.0,7.16,21.25,92.65,106.28,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,39.0,24.0,39.0,6.43,23.65,93.33,109.81,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,8.0,28.0,37.0,6.08,23.88,86.21,108.31,pomegranate,Kaggle Benchmark
National Benchmark,Benchmark,91.0,94.0,46.0,6.15,29.37,76.25,92.83,banana,Kaggle Benchmark
National Benchmark,Benchmark,105.0,95.0,50.0,5.85,27.33,83.68,101.05,banana,Kaggle Benchmark
National Benchmark,Benchmark,108.0,92.0,53.0,6.28,27.4,82.96,104.94,banana,Kaggle Benchmark
National Benchmark,Benchmark,86.0,76.0,54.0,5.93,29.32,80.12,90.11,banana,Kaggle Benchmark
National Benchmark,Benchmark,80.0,77.0,49.0,5.52,26.05,79.4,113.23,banana,Kaggle Benchmark
National Benchmark,Benchmark,93.0,94.0,53.0,6.08,25.87,84.42,114.54,banana,Kaggle Benchmark
National Benchmark,Benchmark,90.0,92.0,55.0,6.13,27.01,80.19,97.33,banana,Kaggle Benchmark
National Benchmark,Benchmark,108.0,89.0,53.0,5.81,29.55,78.07,99.34,banana,Kaggle Benchmark
National Benchmark,Benchmark,108.0,88.0,55.0,5.89,26.29,83.39,113.87,banana,Kaggle Benchmark
National Benchmark,Benchmark,105.0,77.0,52.0,5.82,29.16,76.16,100.01,banana,Kaggle Benchmark
National Benchmark,Benchmark,118.0,88.0,52.0,5.84,28.65,82.69,98.75,banana,Kaggle Benchmark
National Benchmark,Benchmark,101.0,87.0,54.0,6.38,29.07,76.5,100.17,banana,Kaggle Benchmark
National Benchmark,Benchmark,95.0,75.0,50.0,5.62,28.08,75.26,118.28,banana,Kaggle Benchmark
National Benchmark,Benchmark,106.0,85.0,53.0,5.92,27.2,78.81,99.72,banana,Kaggle Benchmark
National Benchmark,Benchmark,86.0,95.0,49.0,6.46,28.05,78.05,108.4,banana,Kaggle Benchmark
National Benchmark,Benchmark,83.0,79.0,55.0,5.57,25.15,83.35,98.67,banana,Kaggle Benchmark
National Benchmark,Benchmark,85.0,95.0,47.0,6.21,25.94,78.34,119.85,banana,Kaggle Benchmark
National Benchmark,Benchmark,109.0,79.0,45.0,6.49,27.67,79.69,108.66,banana,Kaggle Benchmark
National Benchmark,Benchmark,100.0,76.0,45.0,5.59,25.57,75.94,102.79,banana,Kaggle Benchmark
National Benchmark,Benchmark,117.0,86.0,48.0,6.23,28.7,82.54,116.16,banana,Kaggle Benchmark
National Benchmark,Benchmark,114.0,94.0,53.0,6.19,26.34,76.85,118.69,banana,Kaggle Benchmark
National Benchmark,Benchmark,110.0,78.0,50.0,5.92,25.94,78.9,98.22,banana,Kaggle Benchmark
National Benchmark,Benchmark,94.0,70.0,48.0,6.2,25.14,84.88,91.46,banana,Kaggle Benchmark
